episode,reward
25,55.313946060063614
50,56.04225266114814
75,83.17892823254135
100,99.95255748682006
125,120.87341925712886
150,157.61112649163078
175,208.8536026997508
200,233.90131672577823
225,310.9531871749169
250,307.29661471935043
275,307.0280570535032
300,319.87030585434997
325,439.58359665147503
350,390.52116116877386
375,720.4116312789707
400,911.5692869369917
425,841.3291874329046
450,997.7000734725392
475,998.1812390229721
500,1003.2400904374559
525,1001.9886891906085
550,1002.4170914633161
575,970.5659246005712
600,1004.5889102226556
625,999.0180888514656
650,999.3562546296944
675,999.0539303850078
700,935.5399459032932
725,1002.3314721375186
750,1005.1078060174322
775,1003.5901181893308
800,1004.3188518844719
825,1003.5494695286455
850,1002.9716513015119
875,1001.088120970068
900,999.4460102350869
925,999.600972285726
950,1006.1743241808854
975,1002.7319604054679
1000,1004.1223111340681
1025,1005.5398639831516
1050,1004.3891620220174
1075,1002.7986621913248
1100,997.7407595886658
1125,997.3837167978567
1150,1001.7256765763683
1175,990.908342407839
1200,1005.2507690159372
1225,1005.9129420433943
1250,1005.5304965340218
1275,1005.3562861116466
1300,1006.3046266271026
1325,1005.6373153430387
1350,1003.1438913437078
1375,1002.4429684019875
1400,1004.9276092322798
1425,1005.3789899984348
1450,1004.4039889347042
1475,1005.2317734083396
1500,1006.9509608529746
1525,1003.2958004098292
1550,1006.5335419737985
1575,1008.4958302563153
1600,1007.0556883312307
1625,1005.8267784748203
1650,1003.9409663235247
1675,1005.7483808988472
1700,1003.784909036829
1725,1006.738625672177
1750,1008.3165936961695
1775,1004.3337714492218
1800,1003.3380837306422
1825,1006.6299279864475
1850,1006.3862981138858
1875,1006.2930959244324
1900,1006.14703281008
1925,1006.7554237073217
1950,1006.6753922257982
1975,1008.1035390064393
2000,1008.0384978717879
2025,1005.9680866919967
2050,1005.3375945877801
2075,975.2319023428868
2100,1002.2176540801902
2125,1006.5057893231939
2150,1007.666371069156
2175,1006.5624472584868
2200,1008.2307585394219
2225,1007.9933543776125
2250,1003.4720044197385
2275,1007.631392983188
2300,1005.8609575002835
2325,1007.5900477967203
2350,1006.9613910306745
2375,1006.4903992461103
2400,1007.4107777745476
2425,1004.2461670639392
2450,1004.9091873715632
2475,1006.7802055500955
2500,1008.6756922371056
2525,1008.5104175384486
2550,1008.402821484345
2575,1008.9882414586467
2600,982.1998420740566
2625,1008.500708436986
2650,1008.561589209697
2675,1008.3675642954664
2700,1007.9880589871082
2725,1008.818023531041
2750,1009.0393134769641
2775,1008.3185249151929
2800,1008.339218600095
2825,1008.8788853723964
2850,1008.7345812781464
2875,1008.1163499456335
2900,1008.5065576810624
2925,1008.803789817981
2950,1008.028530943401
2975,1007.9326589469919
3000,1007.6607783698711
3025,1008.1577581698538
3050,1008.4113803239776
3075,1008.3774083865537
3100,1007.022363240873
3125,1008.6450264312735
3150,1007.5717306083324
3175,1008.0933114145187
3200,1008.815877965662
3225,1007.9050519598599
3250,1006.7988287724908
3275,1005.4842210308137
3300,1008.635118691283
3325,1008.5954820857787
3350,1008.5100737484418
3375,1007.4428531406096
3400,1008.0240760188875
3425,1008.1764146524846
3450,1003.4562599885758
3475,1007.8358522577369
3500,1008.3818659117811
3525,1008.517054275856
3550,1007.9284940271745
3575,1006.6290119164178
3600,1008.7053229760853
3625,1008.1324813358839
3650,1008.186598422058
3675,1007.5668887967049
3700,1008.0094392554261
3725,1008.1792561558817
3750,1007.2132047084498
3775,1007.0758255824127
3800,1008.0256814575628
3825,1007.0195490281185
3850,1007.1897074816446
3875,1008.0613384063203
3900,1008.3433574673273
3925,1009.2353545606358
3950,1007.4643191685509
3975,1009.3749300982236
4000,1008.8825547207904
4025,1009.0764486834101
4050,1008.7342572060433
4075,1008.7986940340169
4100,1008.8692197482509
4125,1009.3159192394202
4150,1009.1226420523695
4175,1008.8708730542338
4200,1008.5095696960988
4225,1008.7735749237482
4250,1008.8372726573865
4275,1008.889743048795
4300,1008.5140455638999
4325,1009.0462774313715
4350,1009.1305877889035
4375,1008.6391652632028
4400,1008.9981363143323
4425,1008.9215945858881
4450,1008.983906379512
4475,1008.4856102534978
4500,1009.0008127574887
4525,1008.3904939939674
4550,1008.489801713214
4575,1007.972277196404
4600,1008.6001694413739
4625,1007.9023166104292
4650,1008.351181527959
4675,1008.0650589936109
4700,1008.6340278860154
4725,1008.5749251316523
4750,1008.3222371697069
4775,1008.6729028550376
4800,1007.7409566226879
4825,1008.4069833386247
4850,1008.9927588348852
4875,1008.8653975125071
4900,1008.9764113913303
4925,1008.7925686375324
4950,1008.755792970312
4975,1009.4536013352632
5000,1008.5744304558972
5025,1008.6882549827911
5050,1008.4501677980212
5075,1008.4162778835134
5100,1009.0791425912585
5125,1008.5791529670656
5150,1008.9028175146574
5175,1008.261350829083
5200,1008.5269062795113
5225,1008.4157710078683
5250,1008.3975682893507
5275,1007.9674525736322
5300,1008.6572488208404
5325,1008.5368291223973
5350,1008.8429839106157
5375,1008.4925191687258
5400,1007.7022518755726
5425,1007.9596620439024
5450,1007.5675433239652
5475,1006.768190425104
5500,1008.5556836776342
5525,1008.7564353974097
5550,1008.734552464532
5575,1007.7124706140926
5600,1008.4060651424352
5625,1008.8881137783097
5650,1007.7932936471384
5675,1009.0278254059136
5700,993.479560315105
5725,1008.6298411366748
5750,1006.5914730341068
5775,1001.2877324388722
5800,1007.1074855897485
5825,1005.262093374606
5850,1007.1868033548029
5875,1007.9502223447731
5900,1007.1802185479261
5925,1006.8719797330795
5950,1005.4708099552623
5975,938.3707137664475
6000,976.9062877466491
6025,853.611415195354
6050,947.9100217865356
6075,1007.2278470264904
6100,1007.7902801697696
6125,1006.7070442686886
6150,1007.1425366623715
6175,1002.7910624017431
6200,1008.3230430289586
6225,1008.0303068495663
6250,985.5311909468145
6275,996.6701091499353
6300,845.2909563821501
6325,1005.3076383306508
6350,870.7777777521096
6375,927.7195856111448
6400,1008.3142613341539
6425,1008.7881921016914
6450,1008.1098380324714
6475,1008.0723018175858
6500,1007.3201052977365
6525,1007.4132153442678
6550,779.2264327806188
6575,1005.6262631756075
6600,1008.5800926700739
6625,913.8495739382388
6650,1007.2039175944191
6675,1002.4466596227136
6700,1007.3642632384496
6725,1007.8040014013303
6750,943.6521989895646
6775,997.691430834594
6800,854.1106824046487
6825,1005.4332293462083
6850,1004.5379112725888
6875,885.3136210592511
6900,966.9133546123912
6925,1005.9591397301575
6950,829.796788993032
6975,1007.7914710704836
7000,810.1958625887021
7025,917.6316499433555
7050,875.7204652745986
7075,1008.376951094708
7100,923.9494977826544
7125,1002.2734623756896
7150,1008.4026046731386
7175,1007.8337296272526
7200,1007.5818447347609
7225,1008.3058827389959
7250,1006.3399424191339
7275,571.6791213052227
7300,1008.0585856368542
7325,1006.6051975624018
7350,866.4395052547433
7375,1004.9632058457859
7400,1006.5963579991522
7425,1004.5462227051559
7450,1007.173358453052
7475,1006.773924712702
7500,947.5018326413013
7525,756.9038692062032
7550,1004.3436548890822
7575,1004.5596128956521
7600,1006.8164236998786
7625,1006.6294733522544
7650,1007.5592230345347
7675,1005.6587054256947
7700,1006.7214491137748
7725,1007.34365167947
7750,1004.1763796257763
7775,1005.7929073503251
7800,1008.4234897185773
7825,885.5385196659764
7850,859.0953213799582
7875,863.6464566283053
7900,835.599432811412
7925,1007.1650713992882
7950,1003.2167406753553
7975,1005.9716310794602
8000,914.7540075930906
8025,1005.9731560596334
8050,1004.9428511295146
8075,1000.4561533182183
8100,1006.4551127183767
8125,1001.5599018465132
8150,1006.2906286916433
8175,874.4809806279915
8200,642.1107796986778
8225,999.399090574328
8250,996.9509968449462
8275,908.9848270740864
8300,902.7433174308211
8325,882.8602091799436
8350,1000.6973578275806
8375,1004.5576656855656
8400,952.6777461593061
8425,1001.4993552655168
8450,734.3467363406836
8475,1005.100683448525
8500,1005.3984203396385
8525,1004.4190727508773
8550,1006.2440576664463
8575,960.9758552196821
8600,1004.5594057710936
8625,1005.1565004232457
8650,1001.254021554001
8675,1003.7091775549737
8700,1001.7363436374017
8725,891.7217099557688
8750,938.8537330428361
8775,1002.3110975205785
8800,991.2914363323847
8825,1003.6086655578841
8850,1000.4917432209863
8875,1003.9917011113198
8900,1000.7488217464324
8925,1000.854520264168
8950,1002.5902518684575
8975,997.1158213281172
9000,926.7916247325585
9025,1003.5242528145309
9050,1003.2391228344786
9075,823.6468339142567
9100,994.5085097087702
9125,1006.8838677965047
9150,1001.9356664481605
9175,1002.6886684526354
9200,805.1458178787859
9225,984.7780244001198
9250,683.2213763100633
9275,1005.258393606288
9300,719.1003044311062
9325,1006.9115294733955
9350,1006.901771325622
9375,724.7649824804861
9400,999.9033305656463
9425,903.9663675966377
9450,924.0349059492
9475,1006.7337403606884
9500,880.1801694196706
9525,1004.1636217837803
9550,1005.6067260154697
9575,1003.183762058632
9600,1005.7646361617444
9625,1005.1689616092362
9650,1005.9155373919722
9675,1004.9660409361171
9700,832.892775727743
9725,992.883623302976
9750,1005.2447349507638
9775,1000.2718423769358
9800,738.5107006434928
9825,779.4754182789211
9850,880.542952075392
9875,858.2312614219112
9900,1004.0313326931281
9925,924.5548783923713
9950,1004.0505069096953
9975,1002.4041671085041
10000,850.8041760785078
10025,1004.995823915387
10050,1002.9321941528024
10075,1005.3623110439344
10100,1005.7509071039148
10125,1004.2990663518336
10150,1007.6605833825648
10175,772.4488140551983
10200,1001.3765297911292
10225,727.3095409106039
10250,1005.5953470670935
10275,842.0449642759513
10300,1006.3551087862061
10325,1004.2664023819094
10350,1007.341733362086
10375,967.056856301237
10400,1005.292600111643
10425,864.4334129092708
