Reward-3,Interval-3
35322.8532153971,40514.1602179608
34062.3625526523,40498.7987949481
33385.7925682005,40481.9032932219
71773.8403638577,40556.0548028679
36073.2944816499,40545.4572607374
53662.2771657981,40576.3931567399
22045.3571202523,40532.790719007
66765.6347084734,40594.3701649916
18702.2915248944,40543.1006599797
25789.9817339951,40508.630755947
15422.0670299339,40450.1539174249
26123.6766437204,40416.8365284163
46390.9297398678,40430.6975335472
41709.2864612348,40433.6572301391
10138.1583029983,40363.6907199148
8014.2749391654,40289.1528955351
42797.7538738675,40294.9197943359
32281.4009059867,40276.540163858
17835.8844906505,40225.1885490452
46857.297848731,40240.3303510993
12342.9052717883,40176.7826857705
13144.8457084022,40115.3464653674
8667.452246677,40044.036047638
10115.1650269221,39976.323669763
18585.4467207724,39928.037265815
9408.3854803945,39859.2993113433
14513.9674158576,39802.343509331
21457.7396582297,39761.2121105617
10939.7988643848,39696.7346760065
15682.1589816679,39643.130712403
9974.6677207297,39577.0539574105
6818.4773948772,39504.2571206048
4207.2896215107,39425.9933345758
15805.2003011449,39373.7349429089
13828.5940308668,39317.343903368
40248.7589846573,39319.3954784369
41707.9301140044,39324.6450051084
31331.1811118098,39307.1154790266
16095.2024869101,39256.3235468776
54689.327482499,39290.0200620209
23269.2450539682,39255.1164127659
50653.1039787635,39279.894646605
15776.0934462508,39228.9102622225
45747.5495339479,39243.0198710357
32376.7312453297,39228.1898740039
13852.1251385453,39173.5000793155
35916.1798757002,39166.4950896303
58920.3028060871,39208.8852349446
18332.656791389,39164.1823903117
18135.3469872986,39119.2489813309
14124.8355137645,39065.9559888627
25015.379020802,39036.0611442498
23011.1467074395,39002.0379713479
19555.5854208884,38960.8378600122
24345.8095569061,38929.9392800902
41721.5655268734,38935.82878694
31514.2603057046,38920.2044322426
22788.0636214148,38886.313380119
57952.4855727925,38926.2843910051
43859.9492977791,38936.6058657055
45624.6874572806,38950.5684577547
30584.848034238,38933.1398735391
77350.1499332076,39013.0089173221
47421.256010445,39030.453413366
24444.0123844646,39000.2537424987
44988.4447437353,39012.6260379558
38269.2752577192,39011.0933559347
38094.8310320427,39009.208042511
71220.4814628339,39075.3502877273
67097.2337490747,39132.7721800661
40712.2313037501,39136.0021578242
72995.8274273429,39205.1038420477
74423.5987990081,39276.831937683
46919.9546513849,39292.3667399466
12692.7121987127,39238.4120654208
28963.0507610535,39217.6117388937
49389.1936815756,39238.160389283
34329.6008490491,39228.2640998874
54946.5308948391,39259.8903912253
34814.7227023436,39250.9643516894
36487.0639479804,39245.4254731248
49236.6825802168,39265.407987339
