episode,interval,reward
10,-373.125,-373.125
20,86.0,-143.5625
30,194.575,-30.85
40,299.075,51.63125
50,627.25,166.755
60,740.1,262.3125
70,810.0,340.55357142857144
80,452.125,354.5000000000001
90,1126.125,440.23611111111126
100,611.45,457.35750000000013
110,1205.175,525.3409090909091
120,1191.6,580.8625
130,1384.225,642.6596153846153
140,1489.5,703.1482142857143
150,1282.7,741.7850000000001
160,995.15,757.6203125000003
170,788.925,759.4617647058827
180,211.525,729.0208333333337
190,425.4,713.0407894736845
200,1654.175,760.0975000000003
210,2177.4,827.5880952380955
220,2467.975,902.1511363636366
230,2180.2,957.7184782608698
240,2223.3,1010.4510416666669
250,2311.7,1062.501
260,2914.0,1133.7125
270,3500.9,1221.3861111111112
280,1694.975,1238.3000000000002
290,1585.225,1250.262931034483
300,3880.625,1337.941666666667
310,3776.3,1416.5983870967743
320,2300.4,1444.2171875000004
330,1555.975,1447.603787878788
340,1029.7,1435.3125000000002
350,2241.525,1458.347142857143
360,1866.95,1469.6972222222216
370,1857.1,1480.167567567567
380,1740.775,1487.0256578947362
390,1841.6,1496.1173076923071
400,2274.075,1515.5662499999994
410,1214.475,1508.2225609756092
420,1437.375,1506.5357142857138
430,1504.275,1506.483139534883
440,718.2,1488.5676136363631
450,323.05,1462.6672222222217
460,273.95,1436.8255434782604
470,540.85,1417.7622340425528
480,1109.725,1411.3447916666662
490,1691.8,1417.0683673469382
500,583.15,1400.3899999999996
510,1301.7,1398.454901960784
520,1674.325,1403.7600961538458
530,1555.0,1406.6136792452826
540,1786.325,1413.6453703703698
550,576.0,1398.4154545454544
560,1918.35,1407.7
570,1279.075,1405.4434210526315
580,855.8,1395.9668103448275
590,773.775,1385.4211864406784
600,398.975,1368.980416666667
610,-356.65,1340.6913934426236
620,142.475,1321.3653225806456
630,2.425,1300.4297619047622
640,220.8,1283.5605468749998
650,526.55,1271.914230769231
660,1332.475,1272.8318181818183
670,1314.625,1273.4555970149258
680,919.7,1268.2533088235296
690,86.425,1251.1253623188406
700,664.775,1242.7489285714287
710,-135.35,1223.3390845070428
720,546.825,1213.943055555556
730,1300.725,1215.1318493150688
740,176.65,1201.0983108108112
750,370.3,1190.021
760,695.7,1183.5167763157892
770,667.625,1176.8168831168825
780,925.5,1173.5948717948713
790,1620.625,1179.2534810126579
800,1502.625,1183.2956249999997
810,623.8,1176.388271604938
820,-6.625,1161.9612804878047
830,627.15,1155.517771084337
840,1105.6,1154.923511904761
850,3471.225,1182.174117647058
860,1394.275,1184.6404069767434
870,2445.025,1199.1275862068962
880,1263.425,1199.8582386363635
890,2930.2,1219.300280898876
900,4487.625,1255.6149999999998
910,3179.625,1276.7579670329667
920,1282.175,1276.8168478260868
930,2573.025,1290.7545698924728
940,2760.025,1306.3851063829784
950,4333.45,1338.2489473684209
960,5216.775,1378.6502604166665
970,3570.975,1401.2515463917523
980,2963.55,1417.1933673469384
990,2139.025,1424.4845959595957
1000,2209.675,1432.3364999999997
1010,1601.4,1434.0103960396036
1020,657.5,1426.3975490196076
1030,1158.05,1423.7922330097085
1040,1601.825,1425.5040865384613
1050,760.025,1419.1661904761902
1060,1285.9,1417.9089622641507
1070,510.425,1409.4278037383176
1080,42.925,1396.7749999999999
1090,-214.2,1381.9954128440368
1100,-422.025,1365.5952272727272
1110,-394.325,1349.7400900900898
1120,-127.45,1336.5508928571428
1130,-234.1,1322.6513274336282
1140,-233.575,1309.0002192982456
1150,222.725,1299.554347826087
1160,902.45,1296.1310344827582
1170,475.525,1289.1173076923073
1180,1237.25,1288.6777542372874
1190,642.375,1283.2466386554613
1200,164.2,1273.9212499999992
1210,313.025,1265.979958677685
1220,665.925,1261.0614754098358
1230,1223.75,1260.758130081301
1240,1291.7,1261.0076612903229
1250,2027.375,1267.1385999999998
1260,2257.8,1275.000992063492
1270,3600.7,1293.3135826771656
1280,168.475,1284.5257812500004
1290,289.05,1276.8089147286828
1300,357.2,1269.7350000000008
1310,2346.775,1277.9566793893139
1320,3332.05,1293.5179924242434
1330,1759.175,1297.0191729323317
1340,2791.8,1308.1742537313437
1350,2125.225,1314.2264814814823
1360,3091.8,1327.2968750000011
1370,2819.05,1338.1855839416069
1380,1149.7,1336.8197463768129
1390,1215.25,1335.9451438848932
1400,3016.475,1347.9489285714296
1410,872.925,1344.5799645390086
1420,1746.025,1347.4070422535224
1430,921.275,1344.4270979020991
1440,3372.5,1358.5109375000015
1450,2291.6,1364.9460344827603
1460,5106.275,1390.5715753424674
1470,4811.775,1413.8450680272128
1480,3852.925,1430.3253378378397
1490,868.075,1426.5518456375858
1500,-333.025,1414.8213333333351
1510,-425.7,1402.6324503311278
1520,606.2,1397.3927631578965
1530,1258.475,1396.4848039215703
1540,3295.35,1408.8150974025991
1550,2485.825,1415.7635483870986
1560,3599.2,1429.7599358974378
1570,1732.25,1431.6866242038234
1580,1748.95,1433.6946202531662
1590,2452.275,1440.1007861635237
1600,2874.7,1449.0670312500017
1610,3148.15,1459.6203416149085
1620,2363.45,1465.1995370370387
1630,5720.025,1491.302760736198
1640,1618.875,1492.080640243904
1650,3062.2,1501.5965151515168
1660,2056.025,1504.936445783134
1670,3236.925,1515.3076347305405
1680,944.025,1511.9071428571444
1690,2645.125,1518.6125739644988
1700,1146.325,1516.422647058825
1710,741.55,1511.891228070177
1720,208.025,1504.3106104651179
1730,558.325,1498.8424855491346
1740,1798.1,1500.5623563218408
1750,506.475,1494.8818571428587
1760,467.275,1489.0431818181835
1770,499.7,1483.4536723163858
1780,547.975,1478.198174157305
1790,1052.6,1475.8205307262585
1800,774.45,1471.9240277777794
1810,35.225,1463.9864640883993
1820,32.05,1456.1186813186828
1830,125.225,1448.8460382513676
1840,-82.525,1440.523369565219
1850,229.225,1433.9758108108124
1860,647.95,1429.7498655913994
1870,916.825,1427.0069518716593
1880,790.35,1423.6204787234058
1890,1551.6499999999992,1424.2978835978852
1900,472.0,1419.2857894736858
1910,519.75,1414.5761780104726
1920,8925.725,1453.6967447916682
1930,14737.025000000018,1522.5222797927477
1940,12927.4,1581.310309278352
1950,5579.05,1601.8115384615398
1960,15181.775,1671.097066326532
1970,7833.0,1702.3757614213212
1980,7132.625,1729.8012626262641
1990,7140.5,1756.9907035175893
2000,8320.75,1789.8095000000014
2010,4386.5,1802.7283582089567
2020,13621.975,1861.2394801980213
2030,14625.9,1924.1195812807896
2040,19255.05,2009.075122549021
2050,5576.45,2026.4769512195135
2060,2331.3,2027.9566747572828
2070,7981.675,2056.7185990338176
2080,10228.375,2096.005408653847
2090,19035.2,2177.0541866028716
2100,8228.8,2205.8720238095243
2110,13762.025,2260.6405213270145
2120,19708.2,2342.9403301886796
2130,16582.95,2409.7948356807515
2140,16900.525,2477.508528037384
2150,11650.375,2520.1730232558148
2160,8857.3,2549.511574074075
2170,5295.7,2562.166820276499
2180,3160.95,2564.913532110093
2190,10328.5,2600.3636986301385
2200,8682.075,2628.0078409090925
2210,4130.525,2634.8065610859744
2220,4129.975,2641.541554054056
2230,4560.725,2650.147757847537
2240,3730.475,2654.970647321432
2250,5786.925,2668.890444444448
2260,11906.75,2709.765929203543
2270,4699.6,2718.5317180616767
2280,6729.7,2736.1245614035106
2290,5597.275,2748.618668122273
2300,4011.425,2754.1091304347847
2310,4256.15,2760.6114718614735
2320,3150.65,2762.292672413794
