episode,reward
25,18.056044814304855
50,16.638881354307035
75,16.94033837234239
100,17.278009662422313
125,16.947471139298788
150,17.41684774219119
175,18.33356732028115
200,17.787579246698186
225,16.9384631041587
250,16.12329730484865
275,15.398641364340923
300,14.776167250638215
325,14.210679031171772
350,13.707070667274223
375,13.243766892922052
400,12.83550608544555
425,12.475268001357687
450,12.155056371057366
475,11.868551228157079
500,11.61069659954682
525,11.377399554613728
550,11.165311331947281
575,10.971665563425741
600,10.794156942280994
625,10.630849010827832
650,10.480103227947989
675,10.340523799355541
700,10.210914329948267
725,10.09024344463805
750,9.977617285015183
775,9.872257329238948
800,9.773482370698735
825,9.68069377328216
850,9.5933633286548
875,9.511023195148985
900,9.433257513504595
925,9.359695382219362
950,9.290004942054406
975,9.223888370615857
1000,9.161077627749235
1025,9.101330823559033
1050,9.044429105282653
1075,8.99017397855401
1100,8.938384993949398
1125,8.888897741993876
1150,8.841562109688594
1175,8.796240759609075
1200,8.752807799116194
1225,8.711147612520985
1250,8.671153833389583
1275,8.632728437753535
1300,8.59578094194964
1325,8.560227691270418
1350,8.525991227653392
1375,8.492999726349714
1400,8.461186492949736
1425,8.430489513353264
1450,8.400851050294605
1475,8.372217280898957
1500,8.34453797048316
1525,8.317766178441646
1550,8.291857992595022
1575,8.266772288838766
1600,8.242470513324895
1625,8.218916484749911
1650,8.196076214616593
1675,8.173917743591733
1700,8.152410992302896
1725,8.131527625109385
1750,8.111240925549986
1775,8.091525682316199
1800,8.072358084727792
1825,8.053715626799343
1850,8.035577019085176
1875,8.017922107576718
1900,8.000731799002697
1925,7.983987991950078
1950,7.967673513283422
1975,7.9517720593931385
2000,7.936268141850111
2025,7.921147037085925
2050,7.906394739755011
2075,7.891997919468215
2100,7.877943880616821
2125,7.8642205250325175
2150,7.850816317252499
2175,7.837720252180068
2200,7.824921824950192
2225,7.812411002826606
2250,7.800178198972432
2275,7.7882142479502185
2300,7.776510382819792
2325,7.765058213713676
2350,7.753849707780031
2375,7.742877170392356
2400,7.732133227533592
2425,7.721610809269854
2450,7.711303134235989
2475,7.701203695061392
2500,7.6913062446702885
2525,7.68160478339584
2550,7.672093546852263
2575,7.662766994513415
2600,7.653619798950316
2625,7.644646835683655
2650,7.635843173610706
2675,7.627204065969026
2700,7.618724941802192
2725,7.6104013978953
2750,7.602229191150352
2775,7.594204231373781
2800,7.586322574450364
2825,7.578580415879573
2850,7.570974084652129
2875,7.563500037446032
2900,7.556154853122799
2925,7.548935227505946
2950,7.5418379684249715
2975,7.534859991009224
3000,7.527998313217072
3025,7.521250051586774
3050,7.514612417196317
3075,7.508082711820339
3100,7.501658324273005
3125,7.495336726926429
3150,7.489115472394878
3175,7.482992190375635
3200,7.476964584637942
3225,7.4710304301519965
3250,7.465187570350451
3275,7.4594339145153405
3300,7.453767435283792
3325,7.448186166266252
3350,7.4426881997713625
3375,7.437271684631952
3400,7.431934824126945
3425,7.426675873994274
3450,7.421493140530192
3475,7.41638497877063
3500,7.4113497907504895
3525,7.406386023837018
3550,7.401492169133595
3575,7.3966667599505
3600,7.391908370339392
3625,7.387215613688437
3650,7.382587141375168
3675,7.378021641474323
3700,7.373517837518084
3725,7.369074487306224
3750,7.3646903817638565
3775,7.360364343844566
3800,7.356095227476844
3825,7.351881916551839
3850,7.347723323950535
3875,7.3436183906086026
3900,7.339566084617207
3925,7.335565400358187
3950,7.3316153576720655
3975,7.327715001057467
4000,7.323863398900552
4025,7.320059642733163
4050,7.316302846518458
4075,7.31259214596283
4100,7.308926697853002
4125,7.305305679417233
4150,7.301728287709605
4175,7.2981937390164395
4200,7.294701268283907
4225,7.291250128565961
4250,7.287839590491754
4275,7.284468941751751
4300,7.281137486601747
4325,7.277844545384111
4350,7.274589454065529
4375,7.271371563790589
4400,7.268190240450591
4425,7.265044864266976
4450,7.261934829388798
4475,7.258859543503672
4500,7.255818427461712
4525,7.252810914911933
4550,7.249836451950629
4575,7.246894496781252
4600,7.243984519385455
4625,7.241106001204748
4650,7.238258434832436
4675,7.235441323715442
4700,7.232654181865651
4725,7.229896533580407
4750,7.22716791317185
4775,7.224467864704744
4800,7.221795941742505
4825,7.219151707101116
4850,7.21653473261067
4875,7.213944598884229
4900,7.211380895093772
4925,7.208843218752964
4950,7.206331175506508
4975,7.2038443789258455
5000,7.201382450310989
5025,7.198945018498271
5050,7.196531719673797
5075,7.194142197192423
5100,7.191776101402041
5125,7.189433089473029
5150,7.187112825232648
5175,7.184814979004252
5200,7.182539227451129
5225,7.18028525342483
5250,7.178052745817829
5275,7.175841399420373
5300,7.173650914781384
5325,7.171480998073277
5350,7.169331360960573
5375,7.167201720472174
5400,7.165091798877185
5425,7.163001323564178
5450,7.160930026923767
5475,7.15887764623441
5500,7.15684392355132
5525,7.154828605598394
5550,7.152831443663062
5575,7.150852193493965
5600,7.148890615201379
5625,7.146946473160282
5650,7.14501953591601
5675,7.1431095760923915
5700,7.141216370302313
5725,7.139339699060621
5750,7.1374793466992905
5775,7.135635101284811
5800,7.133806754537698
5825,7.1319941017540796
5850,7.130196941729296
5875,7.128415076683447
5900,7.126648312188832
5925,7.124896457099237
5950,7.123159323480982
5975,7.121436726545726
6000,7.119728484584929
6025,7.118034418905966
6050,7.116354353769803
6075,7.1146881163302345
6100,7.113035536574596
6125,7.111396447265943
6150,7.109770683886629
6175,7.108158084583261
6200,7.106558490112985
6225,7.104971743791063
6250,7.103397691439717
6275,7.101836181338183
6300,7.100287064173963
6325,7.09875019299523
6350,7.097225423164361
6375,7.095712612312559
6400,7.094211620295535
6425,7.09272230915024
6450,7.091244543052583
6475,7.089778188276143
6500,7.088323113151829
6525,7.086879188028468
6550,7.085446285234293
6575,7.084024279039314
6600,7.0826130456185385
6625,7.081212463016033
6650,7.079822411109787
6675,7.078442771577371
6700,7.077073427862361
6725,7.075714265141514
6750,7.0743651702926735
6775,7.073026031863382
6800,7.0716967400401884
6825,7.07037718661863
6850,7.06906726497387
6875,7.067766870031982
6900,7.066475898241847
6925,7.0651942475476694
6950,7.063921817362083
6975,7.062658508539833
7000,7.06140422335203
7025,7.060158865460935
7050,7.05892233989531
7075,7.057694553026262
7100,7.056475412543615
7125,7.055264827432777
7150,7.054062707952084
7175,7.052868965610629
7200,7.051683513146546
7225,7.050506264505744
7250,7.0493371348210845
7275,7.04817604039199
7300,7.047022898664465
7325,7.045877628211531
7350,7.044740148714058
7375,7.043610380941992
7400,7.042488246735954
7425,7.041373668989215
7450,7.040266571630038
7475,7.039166879604369
7500,7.03807451885887
7525,7.036989416324304
7550,7.035911499899239
7575,7.034840698434075
7600,7.033776941715392
7625,7.032720160450603
7650,7.031670286252904
7675,7.030627251626525
7700,7.029590989952266
7725,7.028561435473309
7750,7.027538523281313
7775,7.026522189302771
7800,7.02551237028563
7825,7.02450900378617
7850,7.023512028156133
7875,7.022521382530096
7900,7.021537006813085
7925,7.0205588416684215
7950,7.019586828505799
7975,7.018620909469589
8000,7.017661027427354
8025,7.016707125958592
8050,7.015759149343673
8075,7.014817042552995
8100,7.013880751236333
8125,7.01295022171239
8150,7.012025400958532
8175,7.011106236600721
8200,7.010192676903629
8225,7.009284670760927
8250,7.008382167685759
8275,7.007485117801374
8300,7.006593471831955
8325,7.005707181093586
8350,7.004826197485384
8375,7.003950473480814
8400,7.003079962119131
8425,7.00221461699698
8450,7.001354392260169
8475,7.000499242595552
8500,6.9996491232230795
8525,6.998803989887982
8550,6.997963798853089
8575,6.997128506891286
8600,6.996298071278098
8625,6.995472449784407
8650,6.994651600669291
8675,6.993835482672996
8700,6.993024055010013
8725,6.99221727736229
8750,6.9914151098725545
8775,6.990617513137746
8800,6.98982444820257
8825,6.989035876553142
8850,6.988251760110775
8875,6.987472061225828
8900,6.986696742671697
8925,6.985925767638876
8950,6.985159099729144
8975,6.98439670294983
9000,6.983638541708176
9025,6.9828845808058135
9050,6.9821347854332965
9075,6.981389121164761
9100,6.980647553952643
9125,6.979910050122511
9150,6.979176576367954
9175,6.978447099745574
9200,6.977721587670055
9225,6.977000007909309
9250,6.976282328579702
9275,6.975568518141356
9300,6.97485854539354
9325,6.974152379470112
9350,6.9734499898350455
9375,6.972751346278031
9400,6.97205641891015
9425,6.971365178159585
9450,6.97067759476749
9475,6.969993639783795
9500,6.969313284563174
9525,6.968636500761032
9550,6.967963260329583
9575,6.967293535513964
9600,6.966627298848425
9625,6.965964523152579
9650,6.965305181527694
9675,6.964649247353068
9700,6.963996694282435
9725,6.963347496240442
9750,6.962701627419178
9775,6.962059062274749
9800,6.961419775523914
9825,6.960783742140767
9850,6.9601509373534745
9875,6.959521336641053
9900,6.958894915730211
9925,6.958271650592219
9950,6.957651517439845
9975,6.957034492724325
10000,6.956420553132382
10025,6.955809675583293
10050,6.955201837225989
10075,6.954597015436216
10100,6.953995187813718
10125,6.953396332179481
10150,6.952800426572997
10175,6.9522074492495936
10200,6.951617378677774
10225,6.951030193536623
10250,6.950445872713235
10275,6.94986439530018
10300,6.949285740593012
10325,6.9487098880878175
10350,6.948136817478782
10375,6.947566508655815
10400,6.946998941702189
10425,6.946434096892225
