Reward-3
-454.0239512147
-491.3331494825
-512.7088924954
-505.167506977
-500.2706440457
-512.8996045108
-524.5001161964
-534.9108705708
-525.9540624872
-530.929546238
-527.580442156
-523.5283814915
-532.7254100231
-530.253928008
-529.0934840088
-524.485353931
-524.8217080226
-519.6258270833
-517.8288602101
-515.220308936
-514.04809013
-508.973968092
-510.4635092145
-508.4771878627
-507.9258817434
-509.4730657498
-507.2620685692
-507.0539731407
-507.1314605895
-505.1753392276
-504.810370032
-504.5307371466
-505.9047698292
-507.4881052166
-509.8598582698
-509.4566819293
-508.0679711098
-507.6417993376
-506.8580954573
-505.7951567271
-506.574218284
-507.2639934767
-507.7806919664
-506.953147934
-506.3619334773
-505.5698595498
-505.997335721
-505.976345897
-507.3742376847
-508.4769230967
-508.5657777735
-507.8137553576
-506.1661178561
-508.1819662435
-507.1041342455
-505.9519409871
-505.6195058258
-505.6651548702
-504.0018580146
-505.7109360129
-504.8252686192
-505.5179494251
-506.078759444
-505.7412390652
-505.829922261
-504.5970742818
-504.2267096998
-504.3227288324
-504.6846700232
-504.6181249782
-504.053072601
-504.0224442117
-503.2153497824
-503.8716576929
-503.5980836884
-504.329710647
-503.5884037171
-504.5146109973
-505.1026254906
-505.5318235574
-505.3009858354
-506.1001538307
-506.1841707123
-506.0814022622
-505.6800545272
-505.4101679865
-504.7172115789
-505.0290073379
-505.2073990039
-505.2691979045
-505.0781610564
-504.792425315
-503.3406793306
-503.7119161061
-504.1675497701
-503.5897466339
-503.7635842597
-503.9778214934
-503.7850804802
-503.5037428847
-503.7701240845
-503.3489803413
-503.7106767916
-503.7898051218
-503.9160341262
-503.5777703863
-503.9539790892
-503.3011558132
-503.8455800826
-503.7628412085
-504.2415641441
-504.9316980207
-504.1895126563
-503.690397118
-504.1680927898
-504.2634325828
-504.269452543
-503.9195965991
-502.5005374047
-500.428135778
-499.4948399736
-497.0796654732
-495.4555928079
-493.0112693738
-491.037985208
-490.2433890676
-488.7397698838
-486.1787980834
-485.5638538605
-484.9998444508
-483.3255031521
-482.8443703559
-483.0893587637
-482.4931404498
-482.3028672827
-481.4807426573
-480.2324446166
-478.2230937365
-478.0906710114
-477.0904509088
-476.0968274752
-474.0953159167
-472.6870339998
-472.4725668358
-471.8547930411
-470.3841012581
-468.7586794788
-468.1103636752
-467.7294225517
-467.4006422387
-467.1440748804
-465.5669282158
-463.5286853692
-463.6896823898
-463.4064315552
-462.4196949014
-460.8191794354
-459.0394952322
-458.177860068
-456.2419724463
-454.3982558335
-453.1546598173
-452.4911354193
-451.3728418266
-451.4430455624
-450.1433389523
-449.3723620465
-448.4073343679
-446.8053296777
-445.728981303
-445.1894991969
-444.6735135565
-443.7860607666
-442.7645354636
-440.8297419825
-439.7292880656
-438.7316829398
-437.6849595281
-436.2814921942
-434.6992533627
-433.482620933
-432.6274270743
-431.5179818007
-430.404620869
-429.2738175832
-428.3579454523
-427.5130340482
-426.7175061261
-425.1824817746
-423.9220688506
-423.3500538071
-422.2997098909
-421.7093413205
-420.440021928
-419.7755872199
-418.979789402
-418.5760977193
-416.8766252348
-416.5089262267
-416.3246832452
-415.6501375688
-414.5304830247
-413.8538914354
-413.6456804733
-412.6715968647
-411.8192678173
-410.8178495919
-410.1239650187
-408.7993344006
-407.957941007
-407.4185385707
-406.6486223038
-405.7782332565
-405.79111965
-405.35978894
-404.1516976469
-402.5401369858
-401.6556744964
-401.319592063
-401.0936574077
-399.6711125768
-398.362640559
-397.7450236411
-396.6098764094
-396.4934377788
-396.4117408062
-396.2385514532
-394.7848238679
-394.2814028399
-393.5075272659
-392.411784631
-391.6559418872
-390.8669353665
-390.0155055925
-388.7380861026
-388.3337109559
-387.6590572002
-386.9871187315
-385.7824430115
-384.8435294236
-383.8141477224
-383.5346016285
-382.3454968845
-381.7936314923
-380.5493396075
-379.6365923208
-378.6266905678
-377.5965177649
-377.5896223259
-376.0884429129
-375.3868835865
-374.9690347778
-374.2476692534
-373.9247936429
-373.3017415437
-373.7502453964
-373.6998212321
-372.3758336267
-371.6109658263
-370.8965293356
-370.1156162455
-369.0134370151
-367.4691289832
-366.8354741358
-366.3011238447
-365.630087088
-364.7508741742
-363.9158519878
-363.1496247783
-362.3191533414
-360.9327965913
-359.7148897367
-358.6898015016
-358.0771461716
-357.206265403
-356.8906833025
-355.8299670522
-354.8779181288
-353.6280370662
-353.0952214281
-352.1939710996
-351.1931212243
-350.3037985252
-349.603434902
-348.6518952664
-348.1166763764
-347.744825851
-347.2850323041
-346.4172790592
-345.6769779066
-344.7452447925
-343.9721255169
-342.8748044993
-341.9570478393
-341.0167929015
-340.596170451
-339.5955237581
-338.4487914376
-337.466774937
-336.7078673327
-335.6912169054
-334.5856266585
-333.7264728055
-333.5236757516
-332.6322753976
-332.2666192349
-331.3457733757
-330.5576598628
