episode,interval,reward
10,-59.12216797527103,-59.12216797527103
20,-58.310176190873925,-58.716172083072465
30,-58.10032009051845,-58.51088808555448
40,-58.62452621044247,-58.539297616776466
50,-61.753407280388004,-59.18211954949877
60,-63.480386272266045,-59.89849733662665
70,-69.75351533134801,-61.306357050158255
80,-68.64445119640247,-62.223618818438794
90,-78.14738802207161,-63.99292650773132
100,-82.89347369978378,-65.88298122693658
110,-92.97967624944611,-68.3463171380738
120,-106.98295590022977,-71.56603703492016
130,-124.03893846600116,-75.60241406808025
140,-131.2161919012827,-79.57482677045185
150,-134.67686985525248,-83.24829630943854
160,-135.18870748100028,-86.49457200766116
170,-134.0777898298218,-89.29358482072945
180,-128.2699057721915,-91.45893598469956
190,-133.85772662973943,-93.6904512818069
200,-123.14699334360208,-95.16327838489666
210,-107.43601614559002,-95.74769446873923
220,-93.52645904645718,-95.64672922227184
230,-93.57663269879826,-95.55672502559906
240,-74.51892444113437,-94.68015000124637
250,-40.13802560260461,-92.49846502530072
260,-16.24953532549448,-89.56581388300047
270,-0.2877318204724837,-86.25921825105499
280,-12.838046616859561,-83.6370335498337
290,13.590466647402414,-80.28436112923936
300,32.35591889362347,-76.52968512847728
310,31.524271331549365,-73.04407362976673
320,84.17500649758384,-68.13097737578703
330,167.6601616281634,-60.98579134536428
340,136.80269594756368,-55.16848289557226
350,211.37763334267302,-47.55287957447954
360,370.09251121887326,-35.95161871910865
370,342.0227747922967,-25.73609457015176
380,472.42165990552803,-12.626679978686498
390,483.1099152445921,0.08451477062833769
400,656.2387316605871,16.488370192877305
410,641.1985731085675,31.72520441033317
420,843.7030920334644,51.05801125850295
430,824.7822271453986,69.05159767447726
440,1110.8742292717484,92.72938475623343
450,975.2553907608424,112.34107377855808
460,1191.616866215979,135.8035910054585
470,1500.947232205452,164.84920039269238
480,1465.1036562601298,191.9378348899306
490,1584.0626392624658,220.34854518324767
500,1718.755300433333,250.3166802882494
510,1565.2966131313074,276.1006005400741
520,1857.7661278507665,306.51724529604894
530,1793.741542817103,334.578081098333
540,2079.148582755136,366.88494224012567
550,2011.8601074236408,396.79358160709864
560,1906.677713792582,423.75579825326804
570,1926.6493840849537,450.1223523906662
580,2080.9121838488068,478.23941845028935
590,1905.9045015080942,502.43713172245555
600,2010.0890566967967,527.5646638053612
610,1888.486086336926,549.8748510599769
620,2062.837895902022,574.2774808154938
630,2129.7608229957864,598.9676925961332
640,2396.016352972095,627.0465779145077
650,2547.719733040879,656.5953956856825
660,2286.5053014305972,681.2910003181812
670,2609.2569636328067,710.066611710937
680,2374.5041286251317,734.5436340184988
690,2597.8386374583906,761.5479094306711
700,2397.657914140551,784.9209094979549
710,2554.5865606070965,809.8457778234358
720,2687.931448599381,835.9303010286573
730,2515.4197997093097,858.9370064900361
740,2851.9762415463015,885.8699691259314
750,3148.0255515767044,916.0320435586086
760,2498.1363479613765,936.8492054586449
770,2710.466428125481,959.883195363409
780,2669.964051848688,981.8073089080921
790,2826.8208763228395,1005.1619110272661
800,2773.363690011959,1027.2644332645748
810,2996.553837094493,1051.5766481266726
820,3025.461522244023,1075.6484148842017
830,3321.721929114109,1102.7095415616707
840,3257.1613343440968,1128.3577771900323
850,3188.9009234141113,1152.5994612632571
860,3119.8746779516323,1175.4747544805641
870,3242.407107903495,1199.2325976233562
880,3261.0279353433148,1222.6620900974472
890,3131.654265442206,1244.11144038222
900,3175.438233801512,1265.5706269757675
910,3269.268367785477,1287.5892834681815
920,3535.4502254717872,1312.0225545769165
930,3034.2637708442835,1330.5412773324795
940,3084.9933137862695,1349.2056606990093
950,3127.429992823457,1367.9238115634773
960,3417.384690631713,1389.272362387105
970,3369.127137675458,1409.6832363591498
980,3369.1354692389928,1429.67764689874
990,3303.33968008625,1448.6035260218464
1000,3572.944803344652,1469.846938795074
1010,3427.0052410527314,1489.2247437679223
1020,3565.985952099179,1509.5851477711697
1030,3254.8689815286366,1526.5296510115334
1040,3217.6881289668245,1542.790790222642
1050,3094.4787977193437,1557.5687712464198
1060,3391.3265833751275,1574.868373247634
1070,3450.1527686069066,1592.3943956341695
1080,3223.7374250195367,1607.4994236840344
