episode,interval,reward
10,-1313.3535017532013,-1313.3535017532013
20,-963.834166327863,-1138.5938340405323
30,-327.70213384158956,-868.2966006408849
40,-5.412852548430719,-652.5756636177714
50,105.12142539875308,-501.03624581446644
60,182.17491584961016,-387.1677188704537
70,261.7223185926503,-294.4691420900102
80,296.48831235769524,-220.59946028404707
90,341.11457646476885,-158.1867895341786
100,370.3124010837529,-105.33687047238546
110,380.0393181135874,-61.21176241911519
120,447.74615721099553,-18.7986024499393
130,501.6675308790569,21.23725395998349
140,513.4933363628793,56.39840270304748
150,586.521415967552,91.73993692068115
160,645.6017542603458,126.35630050441016
170,646.0173407711974,156.92459699069173
180,730.632884815112,188.79727964760394
190,861.7454924030146,224.2156066347308
200,752.8096945159729,250.64531102879286
210,751.3640241111113,274.48905927080807
220,700.9263575186507,293.8725728275281
230,825.9756792501463,317.00749049807666
240,859.9669114326796,339.6307997036851
250,875.7473351641274,361.0754611221029
260,901.27661271988,381.85242849124813
270,1060.4702610641327,406.9864222902437
280,976.903398491163,427.34060001170513
290,951.9746806559145,445.4314303787468
300,1037.3379150286232,465.1616465337426
310,964.2501425843586,481.26127543860116
320,998.2492818758868,497.41715063976625
330,923.3349626416235,510.32375100345894
340,947.0472097434482,523.1685586134585
350,875.9140271263186,533.2470005709687
360,1073.1741332201004,548.2449764778888
370,1190.778964669616,565.6107599425302
380,1043.7786171191372,578.1941246050726
390,1162.0428878626244,593.1646057142403
400,1095.6515129552195,605.7267783952649
410,1186.4546045024513,619.8908717149521
420,1040.1107824022877,629.8961076836983
430,1087.939613061375,640.5482822273652
440,1194.5785324056665,653.1398788223264
450,1204.2093828152724,665.3858677999475
460,1386.7682837275877,681.0680942331569
470,1404.0125779641667,696.4498917593486
480,1349.2149291269316,710.0491633711732
490,1299.418530366153,722.0771096363768
500,1194.5766201597537,731.5270998468443
510,1334.4949908225135,743.3499996698965
520,1388.1855232757503,755.7506828161629
530,1312.62501071409,766.25774560669
540,1173.1456893374404,773.7927075276299
550,1303.6552799239582,783.4265724802904
560,1338.3336147061495,793.3356268057522
570,1130.1585405584906,799.2448007312387
580,1152.7362382264255,805.339480688052
590,1256.272427010099,812.9824119816465
600,1223.998773653129,819.8326846761712
610,1235.5071220879472,826.6470197157082
620,1239.7347352645247,833.3097248052053
630,1238.0950946422508,839.7348894057932
640,1436.3875088442705,849.0575865845194
650,1432.6880283778187,858.0365164582627
660,1320.3391484844171,865.0411017919921
670,1398.7940406059922,873.0075635653352
680,1446.3662183513563,881.439308488659
690,1362.734120078685,888.4145956131523
700,1352.0075429240017,895.0373520033073
710,1265.7962045839063,900.2593076734565
720,1215.359085205795,904.635693472517
730,1187.3265014206956,908.5081702937249
740,1338.6013339142978,914.3202400723815
750,1364.843890647348,920.3272220800477
760,1412.2811382504788,926.8002999243957
770,1277.1322365140484,931.3500653346509
780,1372.3170192646762,937.0034878209331
790,1322.5833087450278,941.8842450478201
800,1394.288689149485,947.5393005990909
810,1365.4386218742547,952.6985514790313
820,1287.0579394889976,956.776104991348
830,1315.3015236076333,961.0956883481708
840,1311.3633711695356,965.2655417150918
850,1408.357516517362,970.4783884774713
860,1346.8272090978821,974.8545375544528
870,1370.8923311477608,979.4066961015025
880,1337.6191996360285,983.4772927325766
890,1415.7835970229448,988.3346669380865
900,1381.769290015317,992.7061627500557
910,1397.2677918261065,997.1518949377046
920,1407.9841988019582,1001.6174634579683
930,1449.3766547626406,1006.4320784182337
940,1392.1802445506062,1010.5357823132589
950,1379.9683430875634,1014.4245461108833
960,1436.0854851325744,1018.816847559026
970,1436.2030683857747,1023.1197982891985
980,1246.510254894151,1025.3992927443505
990,1379.1768621436534,1028.9728035463638
1000,1465.3134970068515,1033.3362104809694
