episode,interval,reward
10,1.3502143712888521,1.3502143712888521
20,2.113977816412086,1.732096093850469
30,2.212659497510816,1.8922838950705847
40,1.711386852188331,1.8470596343500212
50,2.5550156472711496,1.9886508369342466
60,2.5811668877483944,2.087403512069938
70,2.03942522334195,2.0805494708230827
80,2.4227616769045737,2.1233259965832687
90,2.5403401604552505,2.1696609036801564
100,2.7018277195156903,2.2228775852637095
110,2.907079942101702,2.2850777995217095
120,2.75115143780463,2.3239172693786196
130,3.034569581510045,2.3785828318502675
140,2.494271689480136,2.3868463216809728
150,3.527365921569963,2.462880961673573
160,3.4131468909287683,2.5222725822520236
170,3.042419526528433,2.552869461327106
180,3.3474510667664377,2.5970128838515123
190,3.6298352503694638,2.6513719557735107
200,3.220843138054879,2.679845514887579
210,3.5575883452922747,2.721642792525899
220,3.6103136104210853,2.762036920612042
230,3.6065993662672247,2.7987570269448763
240,4.558601191731796,2.8720838671443314
250,4.0544468564114675,2.9193783867150165
260,3.8671920169046516,2.9558327571069256
270,4.29699144766367,3.00550530120162
280,5.26867454502184,3.086332774195199
290,7.2204259758737095,3.228887712184114
300,4.4362818546292,3.2691341835989514
310,3.9973500037928167,3.29262501650843
320,4.5345652883695955,3.3314356500040923
330,7.967781724333737,3.471930985589839
340,5.086488537919996,3.5194179724230783
350,9.290737834177932,3.684312825616074
360,8.112412027999941,3.8073155812378476
370,3.194324590825512,3.790748257172649
380,4.963132072008146,3.821600462826215
390,7.932362296114567,3.9270046123977105
400,5.326350913084728,3.9619882699148867
410,3.6738006309184117,3.954959303110095
420,11.199526688836524,4.127449002770248
430,5.376401719102722,4.15649441477798
440,5.282630579529619,4.1820884185223335
450,7.380180198044644,4.253157124733941
460,5.801031348415278,4.286806564379187
470,5.860891981247277,4.320297743461488
480,7.331305569256284,4.383027073165548
490,9.802871947788137,4.493636152239477
500,5.277315770550313,4.509309744605694
510,28.05582182681915,4.971006059943212
520,18.761110036954495,5.23620036719343
530,5.47689993287763,5.240741868432755
540,18.32839818729436,5.483105874337599
550,5.19546777589967,5.477876090729637
560,15.789321185620603,5.662009038852689
570,8.001074156213269,5.703045268981821
580,9.648681296865963,5.771073476359135
590,18.261925755501515,5.982782837022565
600,17.746488553147508,6.178844598957981
610,26.700417415981775,6.515263825466567
620,39.542142307294526,7.0479554138831455
630,21.98167113262371,7.284998520529821
640,27.084328452991667,7.594363050724536
650,23.77429724082459,7.843285115187615
