episode,interval,reward
10,8.657222987219708,8.657222987219708
20,-7.051942812866132,0.8026400871767881
30,0.13892494468872804,0.5814017063474348
40,7.46912104775964,2.3033315417004863
50,6.680313629299993,3.178727959220389
60,9.94550068082655,4.306523412821415
70,2.715387178836378,4.079218236537837
80,7.5575443441980665,4.514008999995367
90,-5.027756804143639,3.4538127995354766
100,10.09008686345898,4.117440205927826
110,6.470256089331526,4.331332558964527
120,3.4967337314643485,4.261782656672845
130,0.9204775378298177,4.004759185992613
140,3.328546787718106,3.956458300401577
150,9.23167622320249,4.30813949525497
160,-6.405314188345921,3.6385486400299123
170,-1.9908454275092118,3.3074078125276105
180,1.9191204113788132,3.230280734686011
190,-0.6717420128552944,3.0249111163943643
200,4.473935947161375,3.097362357932714
210,-0.6289908117306442,2.9199169689011253
220,-1.4746301008928082,2.7201648293650376
230,-2.748944686894225,2.4823774590928966
240,1.010613196973063,2.4210539481712363
250,-3.1786797024384876,2.197064602146847
260,-3.7756131333988407,1.967346227702783
270,2.992245758021653,2.0053054695664447
280,-10.193093855223923,1.5696483508239314
290,1.5649527715079912,1.569486434295796
300,-2.1122025523235486,1.4467634680751507
310,1.089373666499234,1.435234764798508
320,2.0753488395993425,1.455238329636034
330,-2.712703183535706,1.3289370716611326
340,11.963648454325423,1.6417227005630233
350,-1.1645308035300872,1.5615440290175058
360,-7.126719664316288,1.3202033708693446
370,10.798265537240601,1.576367213203703
380,9.466723752809079,1.7840081747722654
390,6.153545339292971,1.8960475892471549
400,14.088057106372101,2.2008478271752794
410,12.701213264088343,2.4569543012463297
420,-9.222923053258729,2.1788619832819234
430,-9.206270538053023,1.9140914595299474
440,5.142934226608551,1.9874742496908244
450,2.9084016393510046,2.007939302794384
460,-1.0256908393802904,1.9419908214427613
470,3.269053415994512,1.970226195794926
480,6.193595595751329,2.058213058294017
490,-1.7530506113697668,1.9804321670763891
500,7.1897392055678235,2.0846183078462177
510,-1.5721445041849627,2.012917076237762
520,5.061660201069945,2.071546751715304
530,5.877654685860581,2.1433601089633285
540,-2.8196248497984393,2.0514529800973693
550,7.755102113250399,2.155155691609243
560,0.6622438036218405,2.128496550752325
570,2.15377059314331,2.1289399550047987
580,5.53801935522017,2.187717186042995
590,17.556109597999846,2.448198413364297
600,7.896820941698297,2.5390087888365307
610,2.9000616792180955,2.544927688678851
620,-1.899921319262035,2.4732365756475465
630,19.266433433365854,2.7397952559287906
640,8.493937021992858,2.8297037210235425
650,2.3742696586638226,2.822697043141086
660,-4.263937432729023,2.7153237935066903
670,0.642884232995273,2.6843918597677137
680,6.009304264634821,2.733287630427524
690,2.5663199370031906,2.730867808783693
700,-1.942758232449242,2.6641017224803654
710,2.2118707646839777,2.6577322723705565
720,1.2794801538740566,2.638589881835882
730,-0.5253598520467311,2.595248104659407
740,-0.4364040092593736,2.5542798328496934
750,0.36553799797010844,2.525096608384632
760,2.8435999710278006,2.529287442103621
770,11.700823354076961,2.6483982981032743
780,8.152826744786523,2.7189678935735717
790,1.9847729112712869,2.7096742862026564
800,-0.9808529259611121,2.663542696050609
810,1.5624040221699447,2.6499483914347977
820,-5.0353782651184025,2.556224895623174
830,12.468628817656102,2.6756514489006786
840,-2.0636577091844734,2.6192311017806174
850,6.857209257764223,2.669089668321601
860,-2.119479894124084,2.6134086268978134
870,0.5812359003782134,2.590050319696438
880,0.6241680254093364,2.567710748170448
890,5.18015900587994,2.5970640993806673
900,6.111405234896244,2.636112334219729
910,5.061461339238889,2.6627645210880715
920,4.059849515401198,2.6779502275479965
930,13.166689266976485,2.7907323677569043
940,4.989539539577166,2.814123933414567
950,4.873038828744913,2.835796721786466
960,15.643679157035928,2.9692121638203144
970,20.087052593235008,3.145684745566858
980,-28.371537220911318,2.8240804397864685
990,11.103117195881802,2.9077070736864212
1000,33.01176873626024,3.20874769031216
1010,-5.055828304267244,3.1269202052173144
1020,-0.021495510917580417,3.0960533844708946
1030,4.035988901402158,3.1051789720139173
1040,18.159828781964457,3.249935220186518
1050,-5.744588321209353,3.164273091220844
1060,4.224463135064097,3.174274884087289
1070,-4.537511448362202,3.1022021146251446
1080,-27.211180644496373,2.8215226446332795
1090,-2.7656364374998077,2.7702643044302233
1100,26.64019713669356,2.9872636938144357
1110,13.823679364402068,3.0848890602161267
1120,-24.13050536122291,2.841894467167564
1130,-0.8471106661700567,2.809248404040682
1140,11.006651384020811,2.8811554477247183
1150,9.642852944142954,2.93995281725879
