episode,Reward-1
2870,2.7030836126
2880,2.6866833282
2890,2.6986273017
2900,2.6356730202
2910,2.6645151565
2920,2.6194302827
2930,2.6295417763
2940,2.6195055452
2950,2.5900254325
2960,2.6104060393
2970,2.5823447401
2980,2.5782163129
2990,2.5425846766
3000,2.5257972101
3010,2.5155567243
3020,2.5275414133
3030,2.5339047765
3040,2.5378633252
3050,2.5630730897
3060,2.6000710782
3070,2.5942004225
3080,2.5631150285
3090,2.526710965
3100,2.4846088819
3110,2.4949813579
3120,2.4783984688
3130,2.4584153495
3140,2.4538443483
3150,2.4260409426
3160,2.4521180311
3170,2.4589578698
3180,2.4502332229
3190,2.4480293868
3200,2.402827028
3210,2.4683349056
3220,2.4945795132
3230,2.5140216312
3240,2.514631324
3250,2.5185920869
3260,2.5030056713
3270,2.4874612262
3280,2.461416029
3290,2.4404347372
3300,2.4489113917
3310,2.4546592001
3320,2.4166545447
3330,2.3959973345
3340,2.3795120885
3350,2.3999473856
3360,2.4199040087
3370,2.4333865772
3380,2.4434335403
3390,2.4683260134
3400,2.4892330641
3410,2.4625606685
3420,2.4448770954
3430,2.4343305188
3440,2.4169843605
3450,2.4012172592
3460,2.406771539
3470,2.3989690664
3480,2.3937760807
3490,2.3748435804
3500,2.3716409109
3510,2.3545756952
3520,2.3779813071
3530,2.3553532738
3540,2.3490052302
3550,2.3528242882
3560,2.3406842376
3570,2.3310580424
3580,2.3266660209
3590,2.3321982176
3600,2.3526943026
3610,2.3902852299
3620,2.3863516537
3630,2.3679395016
3640,2.3707165638
3650,2.3731148143
3660,2.3756324721
3670,2.359280026
3680,2.3530025838
3690,2.3606766645
3700,2.3574727374
3710,2.3660771277
3720,2.3669914751
3730,2.3833526845
3740,2.3985900447
3750,2.4194908801
3760,2.4069958369
3770,2.4199560157
3780,2.412417683
3790,2.4191173163
3800,2.4493546683
3810,2.4766132224
3820,2.4917384727
3830,2.4914931968
3840,2.5050455991
3850,2.5014290409
3860,2.5270332852
3870,2.5053965209
3880,2.5315524907
3890,2.5617879176
3900,2.5245225591
3910,2.5276659004
3920,2.5388656417
3930,2.5514110544
3940,2.5597223544
3950,2.5996992649
3960,2.6313979219
3970,2.6232972807
3980,2.6161389763
3990,2.6664922372
4000,2.6477843473
4010,2.6316976342
4020,2.642360982
4030,2.5465901064
4040,2.5826446769
4050,2.5838215843
4060,2.5436101379
4070,2.5357742372
4080,2.5481256025
4090,2.6043870967
4100,2.6921386521
4110,2.7205542638
4120,2.7529357374
4130,2.7191700228
4140,2.801504991
4150,2.8217708005
4160,2.8006270022
4170,2.8215724448
4180,2.8108760434
4190,2.8992950948
4200,2.9120682991
4210,2.9066250949
4220,2.9302505837
4230,2.938345029
4240,2.942488168
4250,2.9099167615
4260,2.9325750173
4270,2.9542986226
4280,2.9293255148
4290,2.9151941618
4300,2.9083347434
4310,2.8998032683
4320,2.8945639412
4330,2.9071391657
4340,2.9158656563
4350,2.9219904911
4360,2.9474967219
4370,2.954309498
4380,2.987601438
4390,3.0135055326
4400,3.0123370208
4410,3.0051262712
4420,3.0065797105
4430,2.9486748673
4440,2.9663280974
4450,2.9802924549
4460,2.9909083457
4470,2.960405754
4480,2.956043956
4490,2.9395442155
4500,2.9610877261
4510,2.9272633443
4520,2.9177251589
4530,2.9091777577
4540,2.9320996174
4550,2.9456624501
4560,2.904650871
4570,2.8773950466
4580,2.8861418218
4590,2.9340413929
4600,2.9159982331
4610,2.9158336943
4620,2.9071050006
4630,2.8856239831
4640,2.8642413992
4650,2.8864708918
4660,2.8851066339
4670,2.8704288284
4680,2.8433241943
4690,2.8154667271
4700,2.8205606653
4710,2.7967693009
4720,2.8059470052
4730,2.7897059664
4740,2.7809684092
4750,2.7534966546
4760,2.761864714
4770,2.7679618258
4780,2.7673573183
4790,2.7775704165
4800,2.7960338053
4810,2.8038240868
4820,2.7882390412
4830,2.7908999787
4840,2.7665836179
4850,2.7515954789
4860,2.7462558875
4870,2.7356802715
4880,2.7415709174
4890,2.7272026732
4900,2.7248998975
4910,2.7223155084
4920,2.7099338041
4930,2.6919795301
4940,2.6691359172
4950,2.6780865703
4960,2.6863067442
4970,2.671884415
4980,2.6767233719
4990,2.6755738641
5000,2.670572116
