episode,Reward-1
1880,8.219283024
1890,8.2243999684
1900,8.3852853553
1910,8.418932809
1920,8.452273948
1930,8.4784900315
1940,8.529324661
1950,8.6026398786
1960,8.5251861802
1970,8.6703005618
1980,8.6501080272
1990,8.9228250317
2000,9.1560153711
2010,9.2177169036
2020,9.3004555261
2030,9.4030068381
2040,9.3965981361
2050,9.4572265493
2060,9.5702340869
2070,9.5749013047
2080,9.5753811861
2090,9.6947712773
2100,9.6609378651
2110,9.8742534125
2120,9.9766270742
2130,10.1248271534
2140,10.0145961139
2150,10.0455757779
2160,10.0616186708
2170,10.0884437907
2180,10.077723496
2190,10.0642826066
2200,10.0631827768
2210,10.1483568454
2220,10.1146939724
2230,10.1186503559
2240,10.1593760329
2250,10.1525044417
2260,10.1438548012
2270,10.2202336599
2280,10.2905301511
2290,10.4627541225
2300,10.4502966191
2310,10.4900118992
2320,10.7247274105
2330,10.6669814975
2340,10.6261999595
2350,10.5349600166
2360,10.554273261
2370,10.551114393
2380,10.6402982924
2390,10.7861441358
2400,10.8033191234
2410,10.9166686798
2420,11.0077773865
2430,10.9935742107
2440,11.0352836817
2450,11.1745901696
2460,11.1045710445
2470,11.2523440379
2480,11.3745537673
2490,11.5006326256
2500,11.5433526102
2510,11.4950283586
2520,11.5304801038
2530,11.5379935981
2540,11.5509063009
2550,11.6382834197
2560,11.7587089561
2570,11.742435003
2580,11.7025100367
2590,11.6982705232
2600,11.6607333782
2610,11.7716271563
2620,11.7952657359
2630,11.7872540545
2640,11.7816063064
2650,12.1392483203
2660,12.0906040713
2670,12.1374392571
2680,12.3445949197
2690,12.3072732858
2700,12.4571033163
2710,12.4709341303
2720,12.4828921826
2730,12.5895697912
2740,12.5507054114
2750,12.5342514903
2760,12.539955347
2770,12.7150019337
2780,12.6518946739
2790,12.6880044097
2800,12.6556709099
2810,12.6112057026
2820,12.6649354962
2830,12.6304887167
2840,12.6844874424
2850,12.7581161892
2860,12.8907906761
2870,12.9158477531
2880,12.9756477497
2890,13.0147787252
2900,13.2636726837
2910,13.3456511266
2920,13.2766305067
2930,13.2396075633
2940,13.2634699585
2950,13.4283232549
2960,13.5802680263
2970,13.6083642343
2980,13.6158640656
2990,13.7503473313
3000,14.0419253473
3010,13.9934342833
3020,13.9354765485
3030,13.9670113223
3040,13.9296916567
3050,13.9585979474
3060,13.9444135449
3070,13.9407425384
3080,14.0390446259
3090,14.0151850055
3100,14.0773084216
3110,14.0771812232
3120,14.0680508378
3130,14.3001529031
3140,14.5304388523
3150,14.4998183139
3160,14.5228568849
3170,14.5327777954
3180,14.7144755935
3190,14.8490427148
3200,14.8142750375
3210,14.7598451899
3220,14.741589789
3230,14.7154592352
3240,14.6588901571
3250,14.8096568942
3260,14.953740179
3270,15.0753622936
3280,15.0966456198
3290,15.0803904186
3300,15.2801247802
3310,15.2501812488
3320,15.402714033
3330,15.4496325801
3340,15.4321037533
3350,15.5036011856
3360,15.612788707
3370,15.5979582874
3380,15.7395633898
3390,15.6979975433
3400,15.7387548505
3410,15.7215223435
3420,15.6729956855
3430,15.70405348
3440,15.6875256422
3450,15.8069255563
3460,15.9469124356
3470,15.9133387597
3480,15.9019489087
3490,15.9578390826
3500,16.0168181261
3510,16.0354949559
3520,16.2014393294
3530,16.2702276009
3540,16.7638668842
3550,16.7940348836
3560,16.7818585011
3570,16.7837543038
3580,16.8051034967
3590,16.8257031112
3600,16.7818799766
3610,16.8080598229
3620,16.7750993332
3630,16.8837027909
3640,16.9856370783
3650,16.9729616353
3660,17.0393654433
3670,17.3350207313
3680,17.4046255934
3690,17.3686748673
3700,17.3924701437
3710,17.45612555
3720,17.495521267
3730,17.8623308253
3740,17.9537543711
3750,18.0737403073
3760,18.045065527
3770,18.1312622424
3780,18.0881041964
3790,18.0862428038
3800,18.1036763063
3810,18.0637151816
3820,18.1484067042
3830,18.2633057433
3840,18.2291193223
3850,18.3980091717
3860,18.6338244203
3870,18.8484281136
3880,18.8519710128
3890,18.9710213582
3900,19.0696181345
3910,19.036021071
3920,19.184309964
3930,19.7938241776
3940,19.8005523724
3950,19.9040155675
3960,20.0515288294
3970,20.035407467
3980,20.1766082976
3990,20.5224726638
4000,20.6337938575
4010,20.7261175226
4020,20.7264626981
4030,20.7445843764
4040,20.7600274216
4050,21.6168795482
4060,21.7067607889
4070,21.8405383164
4080,21.8961590797
4090,21.8835302481
4100,21.8410179826
4110,21.8022787178
4120,21.9457211934
4130,22.2954650056
4140,22.2547255764
4150,22.5456326462
4160,22.5704357544
4170,22.87441158
4180,22.9075712982
4190,22.8683606367
4200,22.8121499217
4210,22.7716576114
4220,22.7592181425
4230,22.7001711974
4240,22.9876059202
4250,23.0764600913
4260,23.1903000021
4270,23.187014035
4280,23.504580047
4290,23.6195110278
4300,23.664303153
4310,23.7684650234
4320,23.989135736
4330,24.0658651238
4340,24.3062059656
4350,24.5375123021
4360,24.8166202995
4370,24.8457995182
4380,24.8767796302
4390,24.9118749374
4400,25.2674157182
4410,25.3413777853
4420,25.3655074732
4430,25.5436013267
4440,25.6095133333
4450,25.7719539364
4460,26.0665712354
4470,26.2297100212
4480,26.373710798
4490,26.3395425768
4500,26.5017341023
4510,26.5671824067
4520,26.7262306764
4530,26.8411119834
4540,26.8011516753
4550,27.2831193917
4560,27.5590104608
4570,27.913403437
4580,27.8718898399
4590,27.8309727295
4600,28.0868647151
4610,28.55790944
4620,28.6102542738
4630,29.5110623837
4640,30.1962886513
4650,30.257802286
4660,30.7538348289
4670,31.3897977257
4680,32.0051748953
4690,32.1406338468
4700,32.0792330155
4710,32.2824925939
4720,32.2365783714
4730,32.3604557569
4740,33.1179307518
4750,33.5905672785
4760,34.4335556456
4770,34.6618944011
4780,35.0023323309
4790,34.9885544434
4800,35.3690642119
4810,35.5878737636
4820,36.2781523904
4830,36.3603249583
4840,36.7360825662
4850,36.7544427987
4860,37.1006236813
4870,37.4761954851
4880,37.6506060132
4890,37.7120464307
4900,37.9377121421
4910,37.9927515133
4920,38.4479943989
4930,38.5286372101
4940,38.5457699931
4950,38.9410250318
4960,38.9968837495
4970,39.1147767274
4980,39.2455323273
4990,39.2691632573
5000,39.2107088965
